X,country,iso3,who_region,date,total_tests,case_new,case_total,death_new,death_total,population,tests_1m,cases_1m,deaths_1m,test_measure,daily_change,total_per_thousand,change_per_thousand,priority_measure,ISO_2_CODE
28.0,Austria,BGD,WPRO,2020-09-09,336252,241.0,19679.0,0.0,803.0,25499884,4891.93967559887,261.452169743204,35.1766306074177,SAMPLES,6812,337.199886870074,0.558602895408353,SAMPLES,AU
740.0,Australia,AUS,EURO,2020-04-29,8008111,51.0,7255.0,1.0,907.0,45195774,26600.8675166254,1081.1421730389,3.72550714348348,SAMPLES,0,81.5434760933283,0.442784761247811,SAMPLES,BD
123.0,Argentina,ARG,WPRO,2020-03-31,1809263,30.0,18729.0,0.0,102.0,9006398,387139.447379447,,78.8328474935263,SAMPLES,29103,39.9713035116956,0.286973733429148,SAMPLES,AU
137.0,Australia,ARG,EURO,2020-10-16,1193127,3610.0,266.0,50.0,97.0,9006398,15354.1874935588,1189.26567535656,35.5687892541001,SAMPLES,1789,3.92844995964312,0.0540897041310793,SAMPLES,AR
868.0,Argentina,BGD,EURO,2020-09-09,2046426,6324.0,15424.0,37.0,40606.0,25499884,2.81135305485964,391.374329389106,89.1588401933825,SAMPLES,5819,348.51809521957,0.19052666295747,SAMPLES,AR
91.0,Australia,BGD,EURO,2020-06-06,6168229,442.0,840915.0,,904.0,45195774,293213.77980409,265.177676886687,17.4510338653707,SAMPLES,19283,403.965131762952,1.60918937848405,SAMPLES,AU
555.0,Austria,AUT,EURO,2020-06-19,7178741,126.0,305688.0,213.0,102.0,25499884,107230.215675568,67.9930827160964,33.2942691033418,SAMPLES,36,16.5097221618734,0.000558627388870599,SAMPLES,AR
280.0,Argentina,ARG,WPRO,2020-11-29,485912,,26607.0,1.0,3.0,45195774,244714.146543379,1012.51440986947,10.8264416777856,SAMPLES,23522,344.013000535841,1.62928620298592,SAMPLES,BD
415.0,Argentina,ARG,EURO,2020-07-08,372435,306.0,96200.0,17.0,102.0,9006398,93365.8494772272,0.10322462620435,4.0784499254977,SAMPLES,7507,25.8888364208565,1.21357414802358,SAMPLES,AT
546.0,Bangladesh,ARG,EURO,2020-03-29,700616,25.0,4359.0,7.0,22710.0,164689383,387139.447379447,,29.5295460951901,SAMPLES,13616,45.921881988347,0.0688508256783013,SAMPLES,AT
814.0,Austria,ARG,WPRO,2020-05-16,1828149,18.0,16994.0,212.0,145.0,25499884,91610.65203277,267.648276360787,70.2833696667636,SAMPLES,23900,62.8220071997707,0.151341583396713,SAMPLES,AU
570.0,Bangladesh,ARG,WPRO,2020-11-22,726345,14.0,1228814.0,23.0,54.0,25499884,59146.8420560584,59.6073429343195,35.5687892541001,SAMPLES,59882,0.829670969135879,0.415813212978718,SAMPLES,AU
156.0,Argentina,ARG,EURO,2020-08-10,1009714,63.0,240909.0,405.0,2618.0,9006398,141730.023478865,487.213693917489,0.0221259624848996,SAMPLES,152,49.0921009708876,0.489337786316039,SAMPLES,AT
617.0,Bangladesh,AUS,EURO,2020-11-03,785635,688.0,7290.0,42.0,,25499884,57845.1007827991,170.941954088889,3.52942782014224,SAMPLES,11895,39.8296713820345,0.657096833876548,SAMPLES,AR
236.0,Austria,ARG,SEARO,2020-06-07,486912,76.0,25547.0,33.0,35727.0,9006398,108203.041237364,2548.29955327313,876.89614520154,SAMPLES,11624,350.33739761326,0.0,SAMPLES,AT
119.0,Austria,ARG,EURO,2020-02-19,5972680,13.0,2948.0,0.0,668.0,45195774,319731.49368052,1.08417216176008,516.410667172381,SAMPLES,16638,396.146860903367,0.423911315248191,SAMPLES,AR
590.0,Argentina,ARG,WPRO,2020-07-05,10376952,7498.0,83426.0,0.0,2457.0,25499884,1359.49261525863,755.800752521685,24.8695818330271,SAMPLES,36,0.0176939153387927,0.149682136210346,SAMPLES,AU
298.0,Argentina,ARG,EURO,2020-10-24,647804,9909.0,589.0,0.0,152.0,45195774,255971.588197635,1805.05014324261,4.00001819616121,SAMPLES,10302,247.836225451065,0.57027710400565,SAMPLES,AU
342.0,Argentina,AUS,EURO,2020-09-12,10419286,2635.0,234889.0,17.0,103.0,9006398,14902.1462215279,2216.26915826245,0.0442519249697992,SAMPLES,11921,1.0158153303665,0.321374010956285,SAMPLES,AU
151.0,Australia,BGD,SEARO,2020-10-23,1303030,67.0,883882.0,5.0,907.0,9006398,10.0009350431746,703.056857040991,13.6074669282132,SAMPLES,7900,307.932420398461,0.00108417216176008,SAMPLES,AR
776.0,Argentina,BGD,EURO,2020-03-23,1338,254.0,32785.0,0.0,95.0,164689383,74796.5064167283,1533.02130330017,1.48243948648827,SAMPLES,586,0.0820651948564926,0.141849545490691,SAMPLES,AU
104.0,Argentina,BGD,WPRO,2020-09-06,7664,7668.0,55343.0,34.0,615.0,25499884,262363.266646666,1099.88735635033,,SAMPLES,3637,30.3829512909769,1.1322796605663,SAMPLES,AR
419.0,Bangladesh,ARG,EURO,2020-02-14,1906,87.0,237661.0,0.0,4.0,45195774,392011.312678913,121.835419105311,482.943383157903,SAMPLES,10078,255.971588197635,7.75517253333388,SAMPLES,AR
987.0,Bangladesh,ARG,EURO,2020-08-06,1199232,13477.0,17185.0,20.0,108.0,25499884,11406.0000388532,1845.88054626523,4.00001819616121,SAMPLES,12505,79.5315729995499,0.740917734259579,SAMPLES,AU
977.0,Austria,BGD,EURO,2020-04-16,1844639,9.0,6278.0,2.0,247.0,45195774,135709.858702669,7.47467734456203,0.12751277354655,SAMPLES,12970,60.0256617573418,0.13010065941121,SAMPLES,AU
69.0,Austria,ARG,EURO,2020-04-16,880036,2.0,114783.0,2.0,93.0,45195774,36459.7362576421,3275.23984875223,78.9438796730946,SAMPLES,13876,0.00281135305485964,0.437164766776646,SAMPLES,AU
432.0,Bangladesh,BGD,WPRO,2020-07-22,3489793,2635.0,9.0,0.0,28338.0,164689383,359225.673340318,1086.39709890445,60.179441326044,SAMPLES,23900,215.183472904484,0.349413199561534,SAMPLES,AR
48.0,Austria,ARG,EURO,2020-06-26,1087155,7147.0,308601.0,10.0,4.0,45195774,53951.8684384146,1192.08048766568,35.4903575247636,SAMPLES,16,0.282890124131438,1.36192071458534,SAMPLES,AU
78.0,Austria,ARG,EURO,2020-05-26,928826,503.0,27750.0,0.0,672.0,9006398,42666.2899942813,906.30007400052,112.576897123169,SAMPLES,1685,71.3580501328056,2.98310156846277,SAMPLES,AT
190.0,Austria,BGD,EURO,2020-05-10,316508,1531.0,228058.0,198.0,,164689383,375989.15792973,0.16394499455985,16.704173334598,SAMPLES,31571,2.85097451810428,0.556047563208011,SAMPLES,AT
685.0,Argentina,ARG,EURO,2020-06-11,7679651,5.0,138604.0,1.0,1064.0,9006398,241.521337170836,1880.44099316952,12.7269892073128,SAMPLES,40205,79.0680783561755,0.0,SAMPLES,AR
11.0,Argentina,AUT,WPRO,2020-05-25,3163844,87.0,178996.0,1.0,,9006398,79068.0783561755,1633.28336145038,65.3979537657563,SAMPLES,13821,32.4657163146311,1.00828322266016,SAMPLES,AU
690.0,Bangladesh,ARG,EURO,2020-06-15,10,5.0,27668.0,35.0,3827.0,164689383,55764.1738805048,4503.24313893301,78.8328474935263,SAMPLES,7152,0.000221259624848996,0.900470976299293,SAMPLES,AU
425.0,Argentina,BGD,WPRO,2020-12-02,642679,1691.0,8371.0,0.0,108.0,25499884,6131.02060137052,195.138142589198,0.53102309963759,SAMPLES,29698,0.00342462877525019,1.63228407183427,SAMPLES,AT
370.0,Bangladesh,BGD,EURO,2020-03-31,7296252,3026.0,79770.0,0.0,93.0,9006398,2.0766365977581,1693.9069314947,9.71329753087092,SAMPLES,0,37.9622661180667,1.06851466461573,SAMPLES,AT
236.0,Argentina,BGD,EURO,2020-05-01,822885,549.0,237661.0,108.0,663.0,25499884,122266.752272285,279.406654259312,9.84277171042653,SAMPLES,5738,0.00231344603434455,2.06364408945729,SAMPLES,AT
902.0,Austria,AUS,EURO,2020-08-06,293,28.0,80447.0,0.0,650.0,25499884,159009.07332765,2.0037721557315,18.1211632751328,SAMPLES,6629,70.9411017056595,0.435261934002945,SAMPLES,AR
843.0,Argentina,BGD,EURO,2020-05-06,70239,191.0,27956.0,0.0,39.0,45195774,22103.6691774755,1083.22061386632,775.404355283306,SAMPLES,26117,0.0326857742857656,0.000765076641279298,SAMPLES,BD
516.0,Austria,BGD,SEARO,2020-12-03,9872011,13.0,26381.0,1.0,816.0,45195774,375989.15792973,223.153425743298,0.0728644420265998,SAMPLES,10078,8.95377961665177,0.263763598782488,SAMPLES,AT
932.0,Austria,BGD,EURO,2020-03-08,9827728,6612.0,6825.0,9.0,69.0,9006398,408601.309715762,10439.1618561505,81.3865876235982,SAMPLES,3557,138.54673089064,0.0,SAMPLES,AT
679.0,Argentina,BGD,EURO,2020-01-01,1100869,1034.0,2336.0,0.0,295.0,164689383,64733.0003540408,1089.76966326592,0.0,SAMPLES,367,2.12398176873794,0.489337786316039,SAMPLES,AT
175.0,Austria,AUS,WPRO,2020-03-28,269619,410.0,22501.0,207.0,317.0,45195774,286128.831017427,1875.22248072981,94.7104491717999,SAMPLES,71703,1.9450677036054,0.0565306629389704,SAMPLES,AU
565.0,Bangladesh,BGD,WPRO,2020-10-01,1303030,46.0,25099.0,6.0,1997.0,45195774,1175.81957302008,26927.9158710724,8.03172438201855,SAMPLES,22715,4.89193967559887,0.0,SAMPLES,AR
355.0,Bangladesh,BGD,EURO,2020-03-23,10827,100.0,119301.0,17.0,705.0,164689383,38581.1951144562,1080.55393506888,35.6080051187684,SAMPLES,16119,66.3411721311894,0.0231466044171166,SAMPLES,AT
717.0,Australia,ARG,EURO,2020-08-19,1224795,8593.0,65557.0,0.0,95.0,25499884,14969.7181864835,521.806295275696,87.382325320289,SAMPLES,13731,45.0058946984133,0.0780803216683373,SAMPLES,AT
122.0,Austria,BGD,WPRO,2020-12-03,7679651,131.0,16705.0,0.0,20288.0,25499884,374870.21509588,135.212116254027,814.014159819456,SAMPLES,111159,56.6609425877027,0.506084674472525,SAMPLES,AT
398.0,Austria,ARG,WPRO,2020-07-21,462958,3634.0,240909.0,2.0,321.0,9006398,328710.323483373,66.3612905757258,35.5687892541001,SAMPLES,30724,77.7909215204569,0.0,SAMPLES,AT
813.0,Argentina,BGD,EURO,2020-11-11,2960496,2738.0,19679.0,0.0,2983.0,9006398,65880.8487128804,7.47467734456203,78.3887187752529,SAMPLES,25697,60.8790105021766,1.40965347136481,SAMPLES,AU
646.0,Argentina,BGD,SEARO,2020-03-15,3823728,3160.0,1494602.0,6.0,102.0,45195774,387139.447379447,1024.94583896931,756.331775621322,SAMPLES,0,341.213748266463,0.00192495873618626,SAMPLES,AT
535.0,Bangladesh,ARG,WPRO,2020-07-13,12,3907.0,7370.0,0.0,,45195774,330347.541973132,32372.7169712814,188.026429196677,SAMPLES,17107,170.447128308505,0.900470976299293,SAMPLES,BD
854.0,Austria,BGD,WPRO,2020-11-01,203905,8.0,4689.0,3.0,1783.0,45195774,356778.642600884,12336.785471839,560.716141292325,SAMPLES,13460,66.3411721311894,0.669332491130697,SAMPLES,AT
832.0,Austria,AUS,WPRO,2020-11-17,1111567,774.0,182062.0,196.0,678.0,9006398,388953.719344848,79.7501317981135,4.03923406082945,SAMPLES,6773,61.9790508924878,2.02489385878794,SAMPLES,AU
405.0,Argentina,BGD,SEARO,2020-04-28,10,35.0,16663.0,0.0,305.0,45195774,366637.361573406,282.511089070052,83.9403277536702,SAMPLES,33629,0.494470247666178,0.207276016558539,SAMPLES,AU
921.0,Argentina,BGD,SEARO,2020-05-31,81066,107.0,60.0,196.0,4.0,45195774,385402.851244343,31392.4704553129,8.45211766923164,SAMPLES,18693,84.9677671191116,0.0857796643758147,SAMPLES,AT
952.0,Argentina,ARG,EURO,2020-11-22,1267532,2.0,27383.0,,35045.0,45195774,65422.6432763382,1101.73050198973,35.6080051187684,SAMPLES,20583,96.3134577396509,0.429028341852092,SAMPLES,AT
760.0,Austria,ARG,SEARO,2020-12-15,5364,101.0,28766.0,,24.0,9006398,2175.24647596743,100.274861981565,808.305661498352,SAMPLES,28191,266.249564115664,3.38307421320034,SAMPLES,AT
480.0,Argentina,BGD,EURO,2020-08-02,748669,52.0,23373.0,213.0,3082.0,45195774,109847.83303328,1762.52481846794,9.27077828117292,SAMPLES,25774,0.0902790436709572,0.0,SAMPLES,AR
49.0,Austria,AUS,SEARO,2020-10-29,12,,183795.0,113.0,908.0,45195774,70003.0936520746,1279.6458695252,4.00001819616121,SAMPLES,36826,0.426493795292196,2.06364408945729,SAMPLES,AU
500.0,Argentina,ARG,EURO,2020-09-12,2452692,138.0,565446.0,13.0,71.0,25499884,250494.259747349,264.236496134649,35.4511416600954,SAMPLES,18241,306.647355729148,0.00635015123316618,SAMPLES,BD
343.0,Australia,BGD,PAHO,2020-12-01,381,201.0,7479.0,0.0,708.0,164689383,64733.0003540408,1923.07735012377,35.4511416600954,SAMPLES,17562,0.000265511549818795,0.886369889494113,SAMPLES,AT
589.0,Argentina,BGD,EURO,2020-05-03,853169,1541.0,12896.0,,907.0,164689383,332409.693642231,1056.55382589191,2.54448568576345,SAMPLES,14970,5.61006473598076,0.101026548869881,SAMPLES,AT
45.0,Austria,AUS,WPRO,2020-05-10,1303030,57.0,803.0,13.0,705.0,45195774,95621.5792373377,598.028835896483,37.7690179617236,SAMPLES,14088,10.7733966454474,0.0395833468854854,SAMPLES,AU
659.0,Argentina,BGD,EURO,2020-05-15,606375,48.0,7068.0,185.0,92.0,25499884,7367.25960263453,5705.0554505808,87.2712931407206,SAMPLES,0,67.1070895851918,0.338881241418722,SAMPLES,AU
590.0,Austria,ARG,EURO,2020-10-29,2640800,2.0,3479.0,6.0,128.0,45195774,58.613371573564,157.846616367274,0.376141362243293,SAMPLES,49767,92.5831836434499,2.35410427120809,SAMPLES,AT
48.0,Argentina,AUS,EURO,2020-07-08,347847,10097.0,26692.0,1.0,908.0,45195774,23.0331269467805,,95.2656100696416,SAMPLES,10,352.046385779637,1.56688611806851,SAMPLES,AU
919.0,Argentina,BGD,WPRO,2020-12-02,128852,67.0,282437.0,122.0,103.0,45195774,35.3130361258997,10593.73383007,38.8612628489214,SAMPLES,7521,104.067686104922,2.96546447034818,SAMPLES,AT
379.0,Argentina,ARG,WPRO,2020-07-27,463681,45.0,1012.0,125.0,8401.0,45195774,346588.05884439,27188.6924649194,681.302636835028,SAMPLES,5532,22.5046262068662,0.125874600576594,SAMPLES,AR
621.0,Austria,ARG,SEARO,2020-10-17,1906,6663.0,16179.0,0.0,663.0,45195774,10919.2376352899,3129.21991677472,3.96080233149296,SAMPLES,24,78.6426322566801,0.0,SAMPLES,AT
155.0,Argentina,BGD,EURO,2020-11-24,1899382,1374.0,1054.0,1.0,1204.0,25499884,185256.764305281,1279.6458695252,78.6107831343896,SAMPLES,3705,1.48124468451409,0.124657672639924,SAMPLES,AT
923.0,Austria,BGD,EURO,2020-10-09,351351,55.0,35552.0,0.0,8305.0,45195774,106062.268178688,,3.51802803509903,SAMPLES,38206,28.4685398091446,0.362224131840291,SAMPLES,AU
94.0,Austria,AUS,EURO,2020-12-02,4386911,4205.0,283994.0,0.0,1305.0,25499884,18207.1226393866,1045.14200927345,21.9489547850204,SAMPLES,63998,0.000989742004194648,0.398776221865345,SAMPLES,AR
944.0,Argentina,BGD,EURO,2020-05-21,646974,22.0,16154.0,0.0,106.0,164689383,230840.736373546,15294.2396782496,76.9453004408644,SAMPLES,21580,24.8278384325199,0.7555739819626,SAMPLES,AR
624.0,Australia,ARG,EURO,2020-07-14,47,722.0,3635.0,3.0,27175.0,9006398,640.678822629386,1096.31871266552,648.312826770043,SAMPLES,23522,18.9165566400224,0.0629704892320242,SAMPLES,AU
441.0,Argentina,AUS,WPRO,2020-12-10,19824,9.0,17431.0,470.0,12.0,25499884,5256.5976633125,2548.29955327313,0.0121440736711,SAMPLES,2827,0.000265511549818795,0.0,SAMPLES,AU
94.0,Bangladesh,ARG,EURO,2020-11-27,81066,214.0,23773.0,3.0,907.0,9006398,138546.73089064,264.236496134649,1.81432892376177,SAMPLES,42334,12.4615633311203,2.80667143512867,SAMPLES,AT
288.0,Argentina,BGD,WPRO,2020-09-11,983816,,24761.0,12.0,706.0,45195774,266034.767728453,473.296270681074,94.9425050227041,SAMPLES,5,346.087299848109,1.79679248736975,SAMPLES,BD
246.0,Austria,ARG,WPRO,2020-10-31,471466,16.0,1396.0,223.0,20.0,45195774,823.218560213174,32032.4639201886,2.2466536291535,SAMPLES,29421,199.345731778676,0.589802937867059,SAMPLES,AR
147.0,Bangladesh,BGD,EURO,2020-03-05,384814,18.0,502.0,120.0,723.0,25499884,250494.259747349,6.65991470795477,35.1766306074177,SAMPLES,5711,6.13102060137052,0.134592229795644,SAMPLES,AT
97.0,Argentina,ARG,EURO,2020-08-07,70239,395.0,,3.0,719.0,45195774,69908.2003667154,5350.30111443605,81.3865876235982,SAMPLES,0,46.7555852410936,0.494515261537506,SAMPLES,AR
834.0,Austria,BGD,EURO,2020-11-15,3037077,1773.0,18318.0,0.0,74.0,45195774,398969.266070631,1097.76969965824,0.2064492524087,SAMPLES,6542,77.36056079245,0.0773744908096938,SAMPLES,AT
500.0,Argentina,AUS,EURO,2020-10-23,620866,9215.0,7595.0,5.0,756.0,25499884,823.218560213174,1054.82832784651,49.6949117410845,SAMPLES,10254,91.61065203277,3.00675142271083,SAMPLES,AU
317.0,Argentina,AUS,WPRO,2020-02-27,8303374,62.0,18687.0,1.0,39156.0,25499884,89447.5238602602,,448.891526893643,SAMPLES,197756,0.000265511549818795,0.0731680438683774,SAMPLES,AT
275.0,Bangladesh,AUS,EURO,2020-07-23,1647826,,1339337.0,,34.0,164689383,77431.9740602296,9242.78893862953,,SAMPLES,3685,10.5261390146787,0.0,SAMPLES,AT
402.0,Australia,ARG,EURO,2020-03-07,9872011,826.0,291437.0,14.0,3667.0,164689383,25274.3660673224,426.323045159045,4.15688165483419,SAMPLES,5494,325.316180786148,0.244270625833291,SAMPLES,AU
998.0,Australia,BGD,EURO,2020-06-25,366493,8.0,26738.0,164.0,97.0,164689383,339876.940814741,930.703590042595,0.901964887369684,SAMPLES,29772,4.89193967559887,0.446546174870243,SAMPLES,AR
591.0,Bangladesh,ARG,WPRO,2020-12-13,584243,18.0,7095.0,0.0,110.0,45195774,2776.71208471283,794.984008554705,2.69936742315775,SAMPLES,5577,346.087299848109,0.61612044980283,SAMPLES,AT
344.0,Austria,BGD,EURO,2020-07-12,303255,18.0,621.0,318.0,897.0,164689383,1425.27706233498,2732.27987481788,0.0221259624848996,SAMPLES,21561,24.5479935485862,7.66862312001106,SAMPLES,BD
634.0,Argentina,ARG,PAHO,2020-12-08,6849431,1171.0,1236851.0,7.0,35436.0,9006398,62822.0071997707,4346.90983010078,70.2833696667636,SAMPLES,445,1.41982301265601,0.364851742061588,SAMPLES,AR
578.0,Argentina,ARG,WPRO,2020-06-14,519466,195.0,640147.0,43.0,723.0,45195774,1207.74566223824,7395.96451322715,13.8138838008762,SAMPLES,9913,167.412321773921,3.47708373536235,SAMPLES,AU
52.0,Bangladesh,BGD,WPRO,2020-03-09,1,2.0,72786.0,7.0,103.0,45195774,15.4654778201458,3658.6213489566,14.7186172893732,SAMPLES,3484,0.000673996088746049,0.61612044980283,SAMPLES,AR
580.0,Austria,ARG,WPRO,2020-07-05,493303,191.0,7255.0,0.0,34183.0,164689383,144678.260942943,1993.24968761096,35.4903575247636,SAMPLES,68205,20.2770726329579,0.0,SAMPLES,AU
841.0,Australia,ARG,EURO,2020-10-06,4646,58.0,26738.0,0.0,992.0,9006398,8284.78278567856,33418.0212777628,0.0885038499395983,SAMPLES,29026,0.239557795824008,0.792082034569255,SAMPLES,AT
408.0,Argentina,BGD,EURO,2020-05-08,3262088,7893.0,4019.0,21.0,104.0,25499884,6409.33818281329,32032.4639201886,115.473466751081,SAMPLES,15316,37.3347924442158,0.44868103763569,SAMPLES,AU
283.0,Argentina,AUT,WPRO,2020-08-10,380823,137.0,820.0,20.0,907.0,164689383,2416.36705870712,2028.44688853413,116.072799195783,SAMPLES,5005,41.4219701160555,0.0456237346438629,SAMPLES,AU
596.0,Australia,ARG,EURO,2020-08-29,414586,88.0,7290.0,0.0,1.0,45195774,26.729106150091,1858.78971815369,77.7225256978428,SAMPLES,68336,111.413242008625,3.13758290037712,SAMPLES,AT
324.0,Australia,AUT,EURO,2020-06-25,202084,64.0,49851.0,43.0,844.0,45195774,5155.31107430283,259.29529718645,34.117802261375,SAMPLES,232,1.74340321622311,0.280645708158466,SAMPLES,AU
664.0,Austria,BGD,WPRO,2020-04-16,499,15.0,736609.0,0.0,229.0,164689383,10526.1390146787,7280.39307391881,119.803721754246,SAMPLES,3890,0.306036728548555,0.0211064000403718,SAMPLES,AR
497.0,Austria,ARG,SEARO,2020-09-20,205835,7.0,15304.0,0.0,161.0,164689383,64059.7031735517,264.236496134649,3.80393887281997,SAMPLES,27284,120.607921196818,0.0370831131246917,SAMPLES,AT
957.0,Australia,AUS,EURO,2020-09-16,1617462,7.0,122660.0,1.0,163.0,25499884,410976.575422853,28784.5373921961,4.00001819616121,SAMPLES,8490,299.133127361238,4.42519249697992e-05,SAMPLES,AT
463.0,Austria,BGD,EURO,2020-08-25,1399746,89.0,4304.0,9.0,408.0,164689383,72626.7038165535,1914.97200101528,35.0589830134129,SAMPLES,28954,80.6476684685709,2.03789162335013,SAMPLES,AU
331.0,Australia,ARG,SEARO,2020-07-22,36090,13510.0,56591.0,0.0,733.0,45195774,29936.3852230381,27670.773598946,100.805885081203,SAMPLES,455,160.406302275338,0.0782624827734038,SAMPLES,AT
870.0,Argentina,AUT,EURO,2020-10-16,10101699,2698.0,4707.0,6.0,706.0,9006398,19382.7156233338,244.628563800526,11.0851072049347,SAMPLES,6366,13.1845734072394,2.13165675577191,SAMPLES,AU
894.0,Australia,ARG,EURO,2020-09-30,7546223,13.0,17351.0,20.0,38928.0,25499884,2.0766365977581,,35.5687892541001,SAMPLES,41344,36.4597362576421,1.65883107546685,SAMPLES,AR
828.0,Argentina,ARG,EURO,2020-06-14,1140094,2743.0,2598.0,1.0,706.0,164689383,197129.97360321,157.846616367274,193.159652493173,SAMPLES,31446,349.681637431524,0.514826895098644,SAMPLES,AU
892.0,Austria,BGD,WPRO,2020-06-08,2132821,14932.0,4019.0,1.0,770.0,25499884,261.783724091067,67.0199127180343,75.1687855677708,SAMPLES,25131,10.7733966454474,0.944883848126632,SAMPLES,AU
529.0,Bangladesh,ARG,EURO,2020-12-20,955239,3243.0,1250499.0,0.0,844.0,25499884,0.989742004194648,1858.78971815369,35.5687892541001,SAMPLES,15054,3.15421668681581,0.0851967488396019,SAMPLES,AU
529.0,Argentina,AUS,EURO,2020-06-08,81434,3027.0,27972.0,2.0,930.0,9006398,1419.82301265601,2116.27334257269,790.494261698007,SAMPLES,31580,408.601309715762,1.12608355394872,SAMPLES,AR
